DateTime;Ciśnienie, Powietrze, Silnik, LB, [0] Rozruch SG [MPa];Ciśnienie, Powietrze, Silnik, PB, [1] Rozruch SG [MPa];Ciśnienie, Powietrze, ZP1, [2] Rozruch, ZP1 [MPa];Ciśnienie, Powietrze, ZAP, [3] Rozruch, PLC3 [MPa];Ciśnienie, Powietrze, ZP2, [4] Rozruch, ZP2 [MPa];Temperatura, Sprężarka pow. rozruchu, [5] Powietrze, Wlot [°C];Temperatura, Sprężarka pow. rozruchu, [6] Powietrze, Wylot [°C];Ciśnienie, Magistrala przed zbiornikami, [7] Powietrze [MPa];Ciśnienie, Magistrala przed zbiornikami, [8] Sprężone Powietrze [MPa];
2020-12-18 07:43:02;237.24;232.29;84.74;270.58;296.71;190;321.74;126.43;34.54;
2020-12-18 07:43:04;241.01;228.72;83.67;274.83;301.08;194.02;322.64;123.55;33.43;
2020-12-18 07:43:06;237.32;230.12;86.42;277.74;305.27;192.97;322.74;127.84;29.8;
2020-12-18 07:43:08;233.14;225.2;87.52;276.97;302.34;197.32;324.59;128.84;31.81;
2020-12-18 07:43:10;232.76;229.29;86.23;280.15;302.07;196.87;328.11;133.07;34.78;
2020-12-18 07:43:12;236.56;227.37;90;280.33;305.99;192.66;331.2;136.78;35.1;
2020-12-18 07:43:14;236.02;229.48;88.84;277.46;304.54;193.3;336.08;134.27;37.41;
2020-12-18 07:43:16;239.27;230.9;84.66;277.31;300.65;194.62;339.56;133.72;36.84;
2020-12-18 07:43:18;243.61;227.68;81.33;279.46;300.31;191.14;341.83;134.55;41.7;
2020-12-18 07:43:20;248.21;228.11;85.02;279.83;298.84;195.62;342.08;132.31;45.52;
2020-12-18 07:43:22;250.85;228.53;89.45;281.38;293.89;195.71;338.95;132.39;48;
2020-12-18 07:43:24;248.72;228.88;89.19;286.23;292.76;193.11;341.93;136.28;44.21;
2020-12-18 07:43:26;250.61;228.54;87.19;288.75;291.7;191.87;339.38;137.14;42.26;
2020-12-18 07:43:28;252.91;233.19;87.3;285.58;293.51;192.2;341.49;138.66;40.5;
2020-12-18 07:43:30;249.5;233.96;83.07;282.15;296.39;190.1;343.33;138.72;37.97;
2020-12-18 07:43:32;244.81;230.14;80.33;282.66;298.64;194.48;344;138.39;40.6;
2020-12-18 07:43:34;242.79;228.82;77.68;278.35;299.13;195.91;341.63;137.36;45.05;
2020-12-18 07:43:36;238.54;224.56;77;280.52;299.73;191.02;338.26;136.37;45.47;
2020-12-18 07:43:38;240.19;224.48;74.89;279.29;304.43;187.14;337.88;134.9;49.7;
2020-12-18 07:43:40;240.86;221.29;72.58;282.11;309.13;191.05;341.66;134.3;52.55;
2020-12-18 07:43:42;238.51;226.21;77.4;281.84;309.9;193.22;346.36;131.34;51.44;
2020-12-18 07:43:44;235.41;227.86;76.35;279.82;306.53;191.95;350.76;136.22;54.51;
2020-12-18 07:43:46;234.99;229.38;78.17;280.13;301.98;189.27;350.55;131.99;55.63;
2020-12-18 07:43:48;234.45;226.1;75.71;279.14;301.05;185.9;352.55;128.87;57.87;
2020-12-18 07:43:50;231.66;221.67;75.26;277.21;304.89;184.56;348.31;126.99;58.73;
2020-12-18 07:43:52;234.87;221.17;74.69;280.73;306.27;181.72;352.07;129.76;60.97;
2020-12-18 07:43:54;231.91;223.91;71.79;278.33;308.72;179.82;352.83;129.47;62.19;
2020-12-18 07:43:56;227.62;227.19;67.21;276.96;307.59;181.38;348.49;130.51;59.21;
2020-12-18 07:43:58;230.65;226.09;69.48;272.76;312.1;185.42;348.16;133.66;61.67;
2020-12-18 07:44:00;228.02;225.39;66.02;269.98;316.23;182.4;343.68;138.3;57.97;
2020-12-18 07:44:02;226.99;224.69;69.17;265.88;316.72;181.69;348.55;140.85;60.16;
2020-12-18 07:44:04;229.91;224.14;73.74;268.07;316.51;183.27;351.4;139.02;58.19;
2020-12-18 07:44:06;231.49;224.07;69.51;263.14;311.63;184.87;351.72;136.21;60.41;
2020-12-18 07:44:08;231.96;222.04;65.69;261.55;307.21;187.89;350.38;137.64;58;
2020-12-18 07:44:10;233.02;218.53;61.84;266.24;311.54;192.26;349.85;134.89;54.7;
2020-12-18 07:44:12;237.09;217.8;58.04;267.98;312.89;190.8;351.53;139.04;57.14;
2020-12-18 07:44:14;239.35;215.94;57.9;266.98;309;193.96;350.64;141.69;61.67;
2020-12-18 07:44:16;243.7;215.85;55.59;263.7;308.87;194.42;348.68;144.29;64.56;
2020-12-18 07:44:18;246.41;219.77;56.97;260.92;310.71;191.53;348.67;146.12;69.17;
2020-12-18 07:44:20;245.57;216.4;56.7;265.61;313.9;193.52;348.03;144.76;66;
2020-12-18 07:44:22;244.39;221.4;58.48;263.51;315.97;198.13;351.85;145.13;67.35;
2020-12-18 07:44:24;239.59;226.12;54.34;264.5;319.18;197.23;347.29;142.27;68.62;
2020-12-18 07:44:26;242.7;221.91;57.64;263.01;318.57;201.91;350.06;147.06;72;
2020-12-18 07:44:28;242.47;224.96;55.23;262.55;314.59;202.5;354.77;147.47;67.78;
2020-12-18 07:44:30;246.43;226.32;50.24;260.61;314.77;207.38;351.18;152.05;63.23;
2020-12-18 07:44:32;242.58;223.19;50.59;264.58;314.09;208.74;354.62;153.55;59.39;
2020-12-18 07:44:34;239.44;225.66;54.03;263;309.78;204.75;358.01;149.99;54.9;
2020-12-18 07:44:36;236.4;226.26;58.89;261.42;308.88;200.43;354.05;153.3;52.34;
2020-12-18 07:44:38;233.53;228.94;55.44;263.05;305.37;197.29;352.59;149.8;57.29;
2020-12-18 07:44:40;236.3;230.62;58.88;261.68;306.05;200.41;353.27;148.93;58.58;
2020-12-18 07:44:42;236.98;234.15;54.42;260.94;310.92;203.22;354.22;151.2;63.38;
2020-12-18 07:44:44;235.01;233.25;54.36;263.67;312.77;200.85;355.52;153.27;66.92;
2020-12-18 07:44:46;237.25;232.55;51.11;258.72;312.46;196.44;359.81;152.91;66.94;
2020-12-18 07:44:48;240.22;227.7;51.35;254.72;309.69;197.42;358.32;156.4;62.5;
2020-12-18 07:44:50;237.38;227.41;53.01;254.65;314.15;196.67;357.6;160.72;63.75;
2020-12-18 07:44:52;239.24;224.42;50.9;251.31;314.05;199.5;355.75;156.01;64.56;
2020-12-18 07:44:54;241.46;226.93;49.5;255.76;316.35;200.55;359.78;152.86;60.55;
2020-12-18 07:44:56;243.7;225.77;48.95;252.46;321.29;196.95;362.78;150.04;58.1;
2020-12-18 07:44:58;246.07;224.14;53.25;254.29;325.26;199.26;361.36;147;53.11;
2020-12-18 07:45:00;243.12;228.03;57.04;256.99;321.86;198.13;364.55;142.18;53.33;
2020-12-18 07:45:02;239.84;224.43;53.01;256.22;322.54;197.21;365.36;144.4;49.07;
2020-12-18 07:45:04;239.03;221.44;49.04;251.65;318.66;194.51;368.82;143.19;46.12;
2020-12-18 07:45:06;238.33;219.95;44.96;247;316.28;191.76;366.4;144.95;46.34;
2020-12-18 07:45:08;238.74;221.09;44.5;246.08;313.06;191.95;369.81;147.22;49.19;
2020-12-18 07:45:10;241.97;218.73;41.91;247.82;313.16;188.1;366.62;147.38;52.75;
2020-12-18 07:45:12;244.42;218.45;41.17;249.69;309.31;188.99;370.73;146.81;53.65;
2020-12-18 07:45:14;244.17;218.65;41.12;247.39;310.96;187.34;373.38;149.97;57.47;
2020-12-18 07:45:16;242.64;221.9;36.24;250.64;314.66;185.73;371.88;148.63;60.79;
2020-12-18 07:45:18;243.16;225.42;32.66;251.3;313.16;190.58;373.23;149.7;65.09;
2020-12-18 07:45:20;245.64;227.36;32.41;253.56;311.07;192.09;374.71;148.13;63.72;
2020-12-18 07:45:22;244.69;230.14;33.41;258.07;312.8;190.34;377.73;148.55;62.75;
2020-12-18 07:45:24;243.93;232.25;34.43;262.12;317.33;193.05;376.2;146.88;67.38;
2020-12-18 07:45:26;247.71;229.73;32.36;261.36;315.94;188.27;381.11;143.23;63.94;
2020-12-18 07:45:28;251.52;225.96;32.28;266.2;318.37;193.26;383.17;144.98;60.3;
2020-12-18 07:45:30;250.36;223.07;31.61;263.82;322.35;188.64;380.55;140.26;65.17;
2020-12-18 07:45:32;253.15;227.37;31.62;264.26;324.54;189.04;383.29;138.23;64.53;
2020-12-18 07:45:34;250.94;229.17;28.53;261.01;323.29;186.61;383.11;133.76;61.56;
2020-12-18 07:45:36;247.61;231.98;30.17;265.31;325.16;191.27;386.2;131.81;59.48;
2020-12-18 07:45:38;250.09;228.57;33.79;270.23;326.37;191.71;384.54;136.64;54.88;
2020-12-18 07:45:40;250.45;230.26;37.74;267.76;324.49;194.4;381.51;138.18;57.6;
2020-12-18 07:45:42;245.69;231.76;35.24;268.32;325.58;193.23;383.48;139.02;59.68;
2020-12-18 07:45:44;244.44;233.74;35.35;265.95;330.5;190.74;383.94;139.56;60.69;
2020-12-18 07:45:46;247.19;234.94;36.22;266.68;327.03;188.25;385.06;144.01;60.9;
2020-12-18 07:45:48;243.54;236.8;39.26;264.67;326.38;193.12;383.78;148.76;62.26;
2020-12-18 07:45:50;245.42;236.59;39.27;268.69;328.65;197.82;388.77;144.91;61.12;
2020-12-18 07:45:52;245.25;231.73;34.98;264.5;327.52;193.76;390.09;143.13;63.58;
2020-12-18 07:45:54;244.43;236.02;30.53;264.52;330.4;194.96;386.88;139.55;66.9;
2020-12-18 07:45:56;249.13;236.23;26.85;260.07;330.51;196.78;386.41;143.67;67.42;
2020-12-18 07:45:58;246.24;237.29;31.32;264.88;332.98;193.19;386.73;146.18;63.55;
2020-12-18 07:46:00;241.45;238.17;27.13;262.7;333.2;189.25;383.09;147.92;62.25;
2020-12-18 07:46:02;239.67;237.18;24.71;258.76;331.64;187.65;382.14;151.8;57.42;
2020-12-18 07:46:04;242.93;232.26;28.08;261.86;335.18;187.77;380.42;152.07;55.08;
2020-12-18 07:46:06;243.05;228.59;27.13;265.62;334.11;192.65;378.42;148.19;54.32;
2020-12-18 07:46:08;238.81;229.9;25.54;268.44;334.21;195.22;381.71;148.97;54.36;
2020-12-18 07:46:10;236.99;233.48;29.18;271.64;330.52;194.31;385.62;147.28;54.67;
2020-12-18 07:46:12;240.08;235.33;25.19;269.67;325.96;198.87;385.58;145.11;58.46;
2020-12-18 07:46:14;236.25;239.88;21.14;274.33;325.03;202.08;381.81;141.58;62.86;
2020-12-18 07:46:16;233.44;239.32;17.98;276.66;324.19;200.77;384.55;144.97;58.32;
2020-12-18 07:46:18;228.68;235.68;20.16;276.34;322.16;197.68;388.62;147.05;57.68;
2020-12-18 07:46:20;225.01;238.52;22.41;274.73;324.48;195.93;387.73;148.15;58.4;
2020-12-18 07:46:22;223.72;237.64;26.13;279.08;324.02;193.42;392.63;151.27;56.54;
2020-12-18 07:46:24;224.48;242.34;22.77;276;327.45;195.46;393.81;150.29;60.59;
2020-12-18 07:46:26;228.5;243.6;26.31;280.06;324.41;197.22;396.63;154.77;62.3;
2020-12-18 07:46:28;230.6;248.33;29.39;276.39;324.68;198.41;401.27;153.95;59.88;
2020-12-18 07:46:30;233.81;251.51;32.43;271.49;323.94;198.02;399.08;151.5;62.34;
2020-12-18 07:46:32;229.27;246.98;28.25;272.73;320.29;200.34;400.42;148.81;60.59;
2020-12-18 07:46:34;233.68;250.8;26.59;268.45;317.4;197.93;404.48;146.04;56.44;
2020-12-18 07:46:36;236.77;248.93;27.66;273.29;322;194.71;409.15;143.39;58.72;
2020-12-18 07:46:38;240.55;244.16;24.75;277.52;318.41;191.6;410.56;138.79;58.82;
2020-12-18 07:46:40;236.55;246.03;21.76;278.73;320.49;191.33;409.36;139.49;57.35;
2020-12-18 07:46:42;239.58;249.8;22.31;276.61;317.46;194.81;411.31;136.89;55.48;
2020-12-18 07:46:44;239.54;252.27;20.71;271.72;318.1;191.98;410.32;141.7;57.35;
2020-12-18 07:46:46;238.36;251.21;19.86;276.61;319.09;193.1;410.29;142.22;60.54;
2020-12-18 07:46:48;242.41;249.1;22.22;276.86;317.71;195.49;406.39;145.74;62.02;
2020-12-18 07:46:50;244.34;250.81;26.16;278.61;317.85;192.42;401.74;147.26;57.73;
2020-12-18 07:46:52;246.79;249.27;25.54;280.91;312.86;190.99;400.28;149.94;56.81;
2020-12-18 07:46:54;251.6;250.42;25.25;279.12;312.53;194.02;399.65;149.12;52.02;
2020-12-18 07:46:56;254.94;250.02;26.78;283.94;309.12;193.92;403.99;149.14;51.22;
2020-12-18 07:46:58;259.57;253.94;25.48;288.74;305.33;194.69;401.25;147.88;54.12;
2020-12-18 07:47:00;263.49;256.27;28.56;289.1;301.27;198.18;401.31;143.78;57.42;
2020-12-18 07:47:02;260;257.4;26.54;290.94;306.23;202.81;404.02;143.87;58.19;
2020-12-18 07:47:04;259.75;254.36;21.6;291.94;308.49;198.32;404.7;146.58;59;
2020-12-18 07:47:06;262.12;255.86;23.51;287.39;309.13;195.62;402.25;145.78;61.07;
2020-12-18 07:47:08;264.04;255.96;26.03;291.25;307.27;199.33;399.11;141.83;59.39;
2020-12-18 07:47:10;265.61;257.02;26.16;295.64;307.72;194.84;403.35;146.6;61.18;
2020-12-18 07:47:12;270.45;261.56;23.54;294.63;311.36;197.47;402.62;142.94;61.49;
2020-12-18 07:47:14;269.04;259.41;19.41;290.69;307.45;202.15;403.04;140.59;62.09;
2020-12-18 07:47:16;270.07;261.56;20.78;289.47;305.03;202.32;398.38;143.59;61.47;
2020-12-18 07:47:18;273.71;257.4;19.37;293.95;309.58;206.5;400.07;145.54;56.75;
2020-12-18 07:47:20;268.93;259.58;19.18;297.47;308;203.98;403.18;142.83;58.93;
2020-12-18 07:47:22;273.29;258.18;18.13;300.77;311.87;202.47;406.44;140.7;56.57;
2020-12-18 07:47:24;268.34;255.87;18.61;299.86;310.64;200.18;406.69;139.97;53.86;
2020-12-18 07:47:26;267.96;252.85;22.36;301.84;315.22;204.85;409.23;137.81;54;
2020-12-18 07:47:28;265.69;255.68;27.18;302.67;316.89;202.25;407.65;139.89;58.04;
2020-12-18 07:47:30;267.99;257.62;22.88;307.22;312.31;205.28;409.1;139.85;55.12;
2020-12-18 07:47:32;270.44;253.69;25;306.92;317.25;205.92;409.77;138.92;54.8;
2020-12-18 07:47:34;273.19;249.06;27.8;304.75;317.17;205.41;406.41;143.26;52.95;
2020-12-18 07:47:36;272.65;253.52;23.81;305.75;322;200.72;407.46;139.71;54.78;
2020-12-18 07:47:38;276.93;254.86;19.79;307.61;319.84;202.69;407.71;138.13;55.64;
2020-12-18 07:47:40;276.28;251.6;21.35;310.08;324.21;207.29;411.08;136.76;51.17;
2020-12-18 07:47:42;276.03;256.59;21.9;314.31;326.93;209.57;407.64;140.62;53.41;
2020-12-18 07:47:44;277.2;259.77;20.92;312.81;324.33;209.02;412.44;141.74;57.31;
2020-12-18 07:47:46;280.66;259.4;20.26;316.19;323.91;212.64;413.56;141.79;53.51;
2020-12-18 07:47:48;279.97;261.48;24.41;313.14;326.05;217.08;415.36;144.09;54.35;
2020-12-18 07:47:50;276.46;261.16;28.78;313.65;325.68;213.17;415.7;144.04;53.09;
2020-12-18 07:47:52;276.53;263.11;26.95;314.01;323.31;214.75;418.24;139.18;56.66;
2020-12-18 07:47:54;278.47;259.22;30.04;318.94;328.28;218.81;418.91;137.57;54.96;
2020-12-18 07:47:56;275.68;260.99;28.24;323.19;329.64;218.05;420.52;141.83;53.61;
2020-12-18 07:47:58;272.38;261.74;25.53;319.07;334.63;218.51;415.84;143.81;54.05;
2020-12-18 07:48:00;270.1;266.53;22.32;318.23;333.28;218.19;418.61;146.62;51.82;
2020-12-18 07:48:02;267.67;261.82;18.78;317.07;336.74;213.44;415.89;147.53;51.56;
2020-12-18 07:48:04;270.64;265.46;18.41;320.94;337.32;210.73;417.01;146.36;51.25;
2020-12-18 07:48:06;271.37;268.9;14.99;320.01;336.32;214.41;421.37;148.52;49.02;
2020-12-18 07:48:08;267.66;269.5;18.41;319.59;335.72;219.2;418.57;146.94;44.78;
2020-12-18 07:48:10;267.6;272.35;17.55;317.04;333.77;214.86;422.22;144.91;49.23;
2020-12-18 07:48:12;270.86;275.84;21.46;316.55;328.77;215.73;419.91;145.26;45.89;
2020-12-18 07:48:14;275.09;280.35;24.27;312.25;325.59;218.44;415.11;146.31;49.49;
2020-12-18 07:48:16;270.25;280.11;20.37;312.32;330.55;218.73;418.65;142.6;47.1;
2020-12-18 07:48:18;267.12;281.04;23.59;307.73;332.6;217.95;419.02;142.39;48.98;
2020-12-18 07:48:20;269.92;277.64;21.93;305.99;329.26;218.99;420.34;144.79;44.16;
2020-12-18 07:48:22;273.94;274.08;17.72;307.53;329.73;221.4;415.77;141.69;45.99;
2020-12-18 07:48:24;278.25;272.03;15.76;311.36;333.19;224.47;420.08;137.12;41.53;
2020-12-18 07:48:26;276.07;272.15;17.56;315.15;330.67;219.87;415.74;134.88;42.18;
2020-12-18 07:48:28;277.71;276.59;16.42;311.49;327.5;214.98;413.2;136.91;43.97;
2020-12-18 07:48:30;279.19;281.35;19.55;315.35;329.12;211.37;416.25;135.57;43.09;
2020-12-18 07:48:32;281.36;280.37;22.3;313.71;333.58;212.82;415.89;139.32;41.52;
2020-12-18 07:48:34;281.21;279.35;26.12;315;336.45;208.3;411.75;136.89;36.63;
2020-12-18 07:48:36;282.82;276.95;24.18;319.3;339.82;213.02;408.26;134.04;32.09;
2020-12-18 07:48:38;285.95;281.51;23.59;315.33;341.87;209.4;408.65;138.89;35.23;
2020-12-18 07:48:40;281.45;286;23.48;314;346;207.98;404.16;140.61;39.76;
2020-12-18 07:48:42;284.99;289.47;23.49;318.85;344.52;211.82;402.82;139.83;35.59;
2020-12-18 07:48:44;289.63;288.99;23.18;322.08;340.56;214.28;402.32;135.08;34.99;
2020-12-18 07:48:46;286.01;289.91;24.76;324.76;335.61;218.52;398.41;132.82;30.36;
2020-12-18 07:48:48;282.36;292.75;23.07;321.72;335.14;214.13;401.54;131.27;32.06;
2020-12-18 07:48:50;279.34;296.17;18.12;318.18;339.98;214.01;396.77;135.89;33.44;
2020-12-18 07:48:52;280.03;296.56;19.84;320.7;337.73;217.24;392.15;136.79;33.34;
2020-12-18 07:48:54;279.17;294.95;19.71;318.55;338.26;214.84;396.78;133.14;35.66;
2020-12-18 07:48:56;275.19;297.26;20.01;318.82;336.12;214.18;399.42;136.86;35.13;
2020-12-18 07:48:58;277.8;296.47;23.77;315.83;334.28;215.05;400.19;132.19;30.79;
2020-12-18 07:49:00;277.47;294.4;21.93;311.78;337.1;218.79;402.1;133.38;28.41;
2020-12-18 07:49:02;279.22;293.69;18.18;316.58;333.55;219.9;404.56;137.02;33.41;
2020-12-18 07:49:04;282.71;294.46;14.06;316.91;333.27;223.01;408.26;139.43;33.38;
2020-12-18 07:49:06;281.61;291.28;10.82;313.05;335.13;219.16;407.77;137.8;37.73;
2020-12-18 07:49:08;277.33;290.67;15.54;311.07;336.68;214.4;409.09;138.56;41.45;
2020-12-18 07:49:10;279.67;293.39;13.95;313.64;340.53;210.65;407.29;139.2;40.6;
2020-12-18 07:49:12;279.02;289.68;10.1;312.15;344.31;208.8;407.82;137.73;45.56;
2020-12-18 07:49:14;278.34;291.36;6.79;307.44;342.07;203.93;411.1;140.54;42.25;
2020-12-18 07:49:16;281.61;294.58;11.73;311.67;339.88;204.47;415.83;143.68;41.65;
2020-12-18 07:49:18;282.5;296.64;14.1;313.83;343.2;209.46;415.2;147.36;41.77;
2020-12-18 07:49:20;280.49;296.48;17.44;316.72;343.26;205.06;410.42;147.76;43.45;
2020-12-18 07:49:22;279.37;293.36;13.68;318.75;338.27;201.78;412.76;144.77;41.03;
2020-12-18 07:49:24;280.8;294.41;16.65;314.4;337.8;199.69;415.6;143.69;44.23;
2020-12-18 07:49:26;281.79;291.51;17.31;319.14;334.07;198.26;414.14;138.97;40.5;
2020-12-18 07:49:28;281.38;292.62;21.55;320.54;329.61;203.11;413.07;142.65;43.11;
2020-12-18 07:49:30;283.08;290.32;24.1;316.71;333.41;203.67;410.31;139.61;43.49;
2020-12-18 07:49:32;285.34;294;26.23;315.58;337.95;201.76;414.06;141.74;48;
2020-12-18 07:49:34;288.2;293.82;27.95;318.24;333.22;200.4;412.73;142.96;47.75;
2020-12-18 07:49:36;285.8;295.03;24.55;315.71;328.39;205.21;416.47;146.06;46.73;
2020-12-18 07:49:38;286.46;293.7;24.03;315;326.45;204.44;419.7;150.79;42.99;
2020-12-18 07:49:40;285.89;290.48;20.05;318.43;324.39;202.85;414.79;150.56;42.21;
2020-12-18 07:49:42;285.73;291.63;20.8;315.47;327.79;206.44;413.32;152.63;45.34;
2020-12-18 07:49:44;286.07;291.31;21.18;311.66;325.38;207.94;413.35;156.4;48.83;
2020-12-18 07:49:46;289.65;289.5;20.96;308.31;321.13;211.27;410.72;158.56;52.41;
2020-12-18 07:49:48;284.69;289.37;19.53;306.8;322.93;209.05;412.8;154.34;49.62;
2020-12-18 07:49:50;281.63;289.09;18.28;304.99;320.59;208.12;415.66;153.12;44.97;
2020-12-18 07:49:52;279.9;292.74;13.74;304.28;317.27;203.22;414;152.84;48.78;
2020-12-18 07:49:54;281.52;288.4;13.47;301.33;321.78;200.96;413.66;151.79;50.13;
2020-12-18 07:49:56;284.82;290.96;12.31;301.17;324.52;205.84;410.73;156;48.48;
2020-12-18 07:49:58;288.06;293.76;13.55;302.57;328.26;205.83;407.27;160.58;52.71;
2020-12-18 07:50:00;288.18;295.44;8.65;301.9;326.24;207.04;407.82;162.05;57.4;
2020-12-18 07:50:02;284.72;291.58;3.83;298.26;322.76;204.88;404.88;158.87;59.58;
2020-12-18 07:50:04;283.07;292.29;5.41;298.54;323.53;200.85;405.51;155.57;55.69;
2020-12-18 07:50:06;283.13;289.14;9.64;295.77;320.83;199.04;403.02;151.38;59.41;
2020-12-18 07:50:08;278.48;289.15;13.61;299.2;316.37;196.91;406.09;153.72;56.69;
2020-12-18 07:50:10;283.29;289.07;10.14;297.17;319;193.1;405.33;153.57;52.66;
2020-12-18 07:50:12;287.59;285.04;5.78;297.62;317.68;197.09;405.33;149.68;54;
2020-12-18 07:50:14;282.88;280.68;9.43;299.66;315.79;198.6;407.64;150.09;55.05;
2020-12-18 07:50:16;285.77;282.58;10.3;296.25;319.29;202.62;405.56;152.33;57.32;
2020-12-18 07:50:18;281.08;279.14;6.4;294.64;318.37;198.64;406.01;152.61;52.64;
2020-12-18 07:50:20;282.58;279.68;2.7;291.05;322.1;196.78;408.48;153.36;51.75;
2020-12-18 07:50:22;284.07;284.51;5.22;291.11;320.65;193.01;409.66;148.69;55.52;
2020-12-18 07:50:24;286.66;280.71;0.87;287.88;316.75;189.35;407.43;150.89;59.82;
2020-12-18 07:50:26;286.81;279.71;-1.92;292.23;321.07;193.86;404.33;153.94;59.51;
2020-12-18 07:50:28;284.33;279.53;-4.98;295.51;321.29;189.44;408.17;155.65;58.59;
2020-12-18 07:50:30;280.89;278.66;-4.47;294.33;324.93;192.71;404.77;155.87;59.45;
2020-12-18 07:50:32;285.79;276.45;-3.43;294.02;328.14;195.24;402.66;154.14;55.26;
2020-12-18 07:50:34;287.14;274.78;-6.43;296.45;331.78;197.09;404.97;150.33;50.27;
2020-12-18 07:50:36;284.05;270.06;-8.59;296.25;335.02;194.4;405.19;146.64;46.39;
2020-12-18 07:50:38;280.43;265.61;-13.03;294.14;330.15;194.74;405.85;150.27;41.6;
2020-12-18 07:50:40;283.83;264.54;-16.69;297.41;329.7;191.39;402.59;150.17;39.09;
2020-12-18 07:50:42;283.04;263.85;-15.45;294.71;327.32;195.47;397.9;145.83;43.39;
2020-12-18 07:50:44;281.65;267.62;-15.59;290.91;326.34;193.33;401.57;146.81;47.74;
2020-12-18 07:50:46;282.89;271.65;-19.92;293.05;322.93;192.83;396.71;148.27;52.56;
2020-12-18 07:50:48;284.96;268.73;-18.71;290.85;319.69;195.17;399.07;150.03;54.15;
2020-12-18 07:50:50;283.14;269.52;-17.17;291.74;317.43;192.68;396.32;148.88;49.95;
2020-12-18 07:50:52;281.63;273.37;-18.44;288.8;319.16;188.89;400.65;145.72;52.52;
2020-12-18 07:50:54;280.91;271.27;-19.96;291.57;321.78;189.41;400.01;147.15;48.78;
2020-12-18 07:50:56;277.15;269.81;-20.95;295.81;318.69;192.39;403.98;145.4;52.56;
2020-12-18 07:50:58;273.34;272.6;-24;296.09;322.02;192.25;404.21;144.62;57.38;
2020-12-18 07:51:00;269.64;270.52;-28.36;293.45;326.58;196.35;406.64;146.12;61.78;
2020-12-18 07:51:02;265.24;273;-30.59;295.75;325.46;196.71;408.14;147.39;60.98;
2020-12-18 07:51:04;260.42;274.28;-26.43;291.52;327.09;196.08;404.26;152.37;65.33;
2020-12-18 07:51:06;259.26;275.95;-21.75;293.49;331.82;196.43;405.86;154.66;62.1;
2020-12-18 07:51:08;260.15;271.01;-22.69;296.61;330.03;198.25;403.09;153.16;57.35;
2020-12-18 07:51:10;256.63;266.44;-19.55;294.34;328.6;200.42;404.79;155.68;60.68;
2020-12-18 07:51:12;257.49;267.16;-22.24;289.46;330.44;198.26;409.66;155.01;61.24;
2020-12-18 07:51:14;255;263.96;-18.2;294.13;325.57;195.69;404.82;154.72;62.92;
2020-12-18 07:51:16;255.97;266.65;-14.65;293.09;323.34;197.98;409.35;155.56;58.11;
2020-12-18 07:51:18;257.6;266.78;-13.74;290.54;318.66;198.11;407.58;160.02;53.38;
2020-12-18 07:51:20;254.66;269.61;-14.86;291.47;321.53;193.85;407.92;161.01;55.46;
2020-12-18 07:51:22;258.95;266.47;-16.09;290.44;324.65;190.01;411.89;160.36;53.37;
2020-12-18 07:51:24;256.2;263.3;-16.51;287.85;322.39;187.03;410.25;156.09;57.07;
2020-12-18 07:51:26;254.92;263.1;-19.46;288.11;326.22;185.25;410.95;151.09;57.6;
2020-12-18 07:51:28;258.31;260.96;-24.22;289.07;321.44;183.53;409.49;149.16;57.56;
2020-12-18 07:51:30;256.94;263.78;-28.53;287.45;324;187.51;410.37;151.48;57.17;
2020-12-18 07:51:32;255.63;267.06;-30.66;285.36;328.43;185.69;411.24;151.93;56;
2020-12-18 07:51:34;251.94;262.32;-35.34;289.85;325.4;182.39;410.97;152.71;58.83;
2020-12-18 07:51:36;249.37;259.99;-39.51;289.21;324.78;187.03;414.89;153.05;63.79;
2020-12-18 07:51:38;250.96;257.7;-40.69;284.46;320.25;189.08;419.14;154.37;61.39;
2020-12-18 07:51:40;246.58;252.81;-40.45;283.26;317.96;187.85;418.68;153.15;56.39;
2020-12-18 07:51:42;249.26;248.06;-42.29;284.09;321.2;185.11;417.81;153.38;57.89;
2020-12-18 07:51:44;249.98;247.23;-44.19;283.56;322.18;183.53;413.19;157.53;53.39;
2020-12-18 07:51:46;252.08;245.72;-42.4;285.04;326.2;182.07;408.51;156.37;58.2;
2020-12-18 07:51:48;252.09;249.94;-40.44;285.48;330.06;184.79;411.89;155.53;59.01;
2020-12-18 07:51:50;248.57;249.04;-37.3;289.08;328.06;188.5;412.55;155.53;54.39;
2020-12-18 07:51:52;250.61;250.68;-37.61;294.04;323.3;185.54;413.35;155.53;58.77;
2020-12-18 07:51:54;252.78;250.32;-40.31;295.28;326.6;182.73;416.47;151.84;58.15;
2020-12-18 07:51:56;255.41;248.98;-36.51;298.77;328.48;179.15;417.16;148.22;57.65;
2020-12-18 07:51:58;259.78;248.38;-36.42;299.12;327.8;176.66;421.82;145.39;57.12;
2020-12-18 07:52:00;257.95;244.23;-36.83;295.67;331.7;181.14;422.92;142.82;54.36;
2020-12-18 07:52:02;262.59;239.33;-39.39;292.3;327.4;179.89;421.42;138.94;59.16;
2020-12-18 07:52:04;262.24;234.71;-39.47;297.1;327.09;176.21;419.85;142.76;56.69;
2020-12-18 07:52:06;259.25;232.98;-34.57;293.63;327.28;177.31;418.12;146.16;56.35;
